id	artifact_path	sha256	notes
pdf	knowledge/.local/raw/ccmp/code-complete-ru.pdf	32dcc2364481460484068e23d0c1414800ff05b0add06010f965ebca3c8923dd	Local working copy of the Russian edition PDF; excluded from Git.
text	knowledge/.local/raw/ccmp/code-complete-ru.txt	9aa8b91e18a19fbaed55a7a82a185808cb7d2afd76d1c48a2338fa8dcd164459	Text extracted with pdftotext from the local PDF; excluded from Git.
