id	url	html_path	headers_path	html_sha256	headers_sha256	retrieved_at	http_status	last_modified	notes
prompting	https://developers.openai.com/codex/prompting	knowledge/primary/CODX/pages/prompting/index.html	knowledge/primary/CODX/pages/prompting/response-headers.txt	04b4dac5d617505870b19fa7c320c5dfab413bcb68f25f23a4679b3ba784ddc4	38c9f268c6891ff26461ed261e3a3c3b66a34c0a1ebcc4d82a0654511e356dbc	2026-06-05T09:59:47Z	200	Fri, 05 Jun 2026 09:58:10 GMT	Full HTML snapshot saved locally; page is public and kept with redacted headers.
quickstart	https://developers.openai.com/codex/quickstart	knowledge/primary/CODX/pages/quickstart/index.html	knowledge/primary/CODX/pages/quickstart/response-headers.txt	08342f2b8d5012dbbbeb036f08e7b44dd3991770b0ffe06fc43291f0add2da49	177ae94442bad590ffa9d1dea5d1fc8afd322ecd4cfab1ceb571e0c7764a2846	2026-06-05T09:59:47Z	200	Fri, 05 Jun 2026 09:56:58 GMT	Full HTML snapshot saved locally; page is public and kept with redacted headers.
remote-connections	https://developers.openai.com/codex/remote-connections	knowledge/primary/CODX/pages/remote-connections/index.html	knowledge/primary/CODX/pages/remote-connections/response-headers.txt	6e0a913d43ccc82b601541a9422689350daac4dcd6c481cb3ec38ad7a6e8c500	9321e10e265d07276ea680ec32e13c34faa2f4645e27a6320d32a0aa7db5db86	2026-06-05T09:59:47Z	200	Fri, 05 Jun 2026 09:57:30 GMT	Full HTML snapshot saved locally; page is public and kept with redacted headers.
rules	https://developers.openai.com/codex/rules	knowledge/primary/CODX/pages/rules/index.html	knowledge/primary/CODX/pages/rules/response-headers.txt	4204468fc2f2b9c2e524828b0968f22edc8dade253a05cf241bc4582556b6049	2702b6a9b35866b53294fcf1a7141cefa55863da76e828425c658986aaa5ead0	2026-06-05T09:59:47Z	200	Fri, 05 Jun 2026 09:58:42 GMT	Full HTML snapshot saved locally; page is public and kept with redacted headers.
sdk	https://developers.openai.com/codex/sdk	knowledge/primary/CODX/pages/sdk/index.html	knowledge/primary/CODX/pages/sdk/response-headers.txt	296da8cdcdec0b1eb8899ebda1667c660be4acdee321a77e9f05b63bb3a2ad7a	fd1f62c787a9d0fb0fa85b463f81519dcdcd6993ee1606b29e2d17570d182f76	2026-06-05T09:59:47Z	200	Fri, 05 Jun 2026 09:56:31 GMT	Full HTML snapshot saved locally; page is public and kept with redacted headers.
security	https://developers.openai.com/codex/security	knowledge/primary/CODX/pages/security/index.html	knowledge/primary/CODX/pages/security/response-headers.txt	8bb7514ed6859408b366a2729b82c8f0ef34731aefeb6fa9051466fcc4d68fcf	dd14aa31237ce4651000997ba8db6964303aae5c8bdee373914a10d5f809bf80	2026-06-05T09:59:47Z	200	Fri, 05 Jun 2026 09:57:31 GMT	Full HTML snapshot saved locally; page is public and kept with redacted headers.
security/faq	https://developers.openai.com/codex/security/faq	knowledge/primary/CODX/pages/security/faq/index.html	knowledge/primary/CODX/pages/security/faq/response-headers.txt	4d2271a99eed149a5ce46865bec846b0bf6885cfee44eb471985a71faa4efec1	c2e4924be9ad4d2d65d8512ed360d8aaa1fb8bf6d7aa697336aeb147a517c5cc	2026-06-05T09:59:47Z	200	Fri, 05 Jun 2026 10:01:27 GMT	Full HTML snapshot saved locally; page is public and kept with redacted headers.
security/plugin	https://developers.openai.com/codex/security/plugin	knowledge/primary/CODX/pages/security/plugin/index.html	knowledge/primary/CODX/pages/security/plugin/response-headers.txt	70bc7e4d645d80c305e678cdb9dc898ea0b60426bc2dc01a954df10ede94e9c8	0cd823213a3dd7959dd8cdecd68fe2e7bd71b4ee37a37b603802c05310ff7999	2026-06-05T09:59:47Z	200	Fri, 05 Jun 2026 09:58:00 GMT	Full HTML snapshot saved locally; page is public and kept with redacted headers.
security/setup	https://developers.openai.com/codex/security/setup	knowledge/primary/CODX/pages/security/setup/index.html	knowledge/primary/CODX/pages/security/setup/response-headers.txt	29d56ca18b54177505381872adef350d7000b3d1839d3eae8985d36900604c69	14f13c5ee224af6aba66e4d13fe5dd4327234c42c4d28bf89e23d33e250737a6	2026-06-05T09:59:47Z	200	Fri, 05 Jun 2026 10:01:29 GMT	Full HTML snapshot saved locally; page is public and kept with redacted headers.
security/threat-model	https://developers.openai.com/codex/security/threat-model	knowledge/primary/CODX/pages/security/threat-model/index.html	knowledge/primary/CODX/pages/security/threat-model/response-headers.txt	203324f664cbfec452774ae3470861213085019a2a11e432bfeca1cb466f9dbd	894155d4f368293d19cd93a695c1bc084a3b447145c1619d05a29308d11aa929	2026-06-05T09:59:47Z	200	Fri, 05 Jun 2026 10:01:32 GMT	Full HTML snapshot saved locally; page is public and kept with redacted headers.
sites	https://developers.openai.com/codex/sites	knowledge/primary/CODX/pages/sites/index.html	knowledge/primary/CODX/pages/sites/response-headers.txt	440f0e3f41e4fffff0b2a647807517b86f104905f1355e6dd09b39703f0da868	197630de7d3b2e48d4b65eaf7fed8d01419751cc136b10b0376972400afb036b	2026-06-05T09:59:47Z	200	Fri, 05 Jun 2026 09:57:06 GMT	Full HTML snapshot saved locally; page is public and kept with redacted headers.
skills	https://developers.openai.com/codex/skills	knowledge/primary/CODX/pages/skills/index.html	knowledge/primary/CODX/pages/skills/response-headers.txt	c0f0687ee09e70d0ce0abf985ac3001f6c9d4d55307bca6ec54af4e8d426dcb2	e4cad5e47d0f376483dc6619d813152c235a96211e5ab2e603257c46c3d2d3ab	2026-06-05T09:59:47Z	200	Fri, 05 Jun 2026 09:57:07 GMT	Full HTML snapshot saved locally; page is public and kept with redacted headers.
speed	https://developers.openai.com/codex/speed	knowledge/primary/CODX/pages/speed/index.html	knowledge/primary/CODX/pages/speed/response-headers.txt	2cf8e12fa1cc2bc069052b1b97df55f1865fcb01f7be1201290fb1b906ea7f08	632ddeb11c86c26b25a29af8cdb30936de6707868baf817643e40cc5628614e6	2026-06-05T09:59:47Z	200	Fri, 05 Jun 2026 09:56:48 GMT	Full HTML snapshot saved locally; page is public and kept with redacted headers.
subagents	https://developers.openai.com/codex/subagents	knowledge/primary/CODX/pages/subagents/index.html	knowledge/primary/CODX/pages/subagents/response-headers.txt	0a9bd2cd15e3d6808370b3c9f56dd9a5c10b24e04dc206fc0c30a58656970353	d5d18e17b38af43f77bd54b04834b830e6a8922ae48f977aa35d20e4b22cfb12	2026-06-05T09:59:47Z	200	Fri, 05 Jun 2026 09:56:52 GMT	Full HTML snapshot saved locally; page is public and kept with redacted headers.
web	https://developers.openai.com/codex/web	knowledge/primary/CODX/pages/web/index.html	knowledge/primary/CODX/pages/web/response-headers.txt	ac96bf9eed5e98221d987dd27c2d06f94f86d22cd38cae7f4b5ab2249351b1b6	7d39d7aaf47b1af14baafaa4e6019dbee82754692ea98e0b328f0fb6da1880f6	2026-06-05T09:59:47Z	200	Fri, 05 Jun 2026 09:56:58 GMT	Full HTML snapshot saved locally; page is public and kept with redacted headers.
workflows	https://developers.openai.com/codex/workflows	knowledge/primary/CODX/pages/workflows/index.html	knowledge/primary/CODX/pages/workflows/response-headers.txt	9b33aed0a5642d8183efb21e782c8f9d3e9d4fa29fa7f7f987b7c3b7e2630a45	d9992ecb41766c48f442fcfeb5cd03ed23a01478fc0cf533d67e5d2cde7be161	2026-06-05T09:59:47Z	200	Fri, 05 Jun 2026 10:00:15 GMT	Full HTML snapshot saved locally; page is public and kept with redacted headers.
