id	artifact_path	sha256	notes
pdf	knowledge/primary/SAMM/files/owasp-samm-v2.pdf	2244ea9a594c665ae50ef5d7a9a086d1dc74125ffe6e57fd03d5dbde483e250d	OWASP SAMM v2.0 Core Model; CC BY-SA 4.0; stored locally, excluded from Git.
text	knowledge/primary/SAMM/files/owasp-samm-v2.txt	51eea01a876adc00dbf5325e85d114781af6c7903e9d183bd01b203efb035968	pdftotext -layout (UTF-8); excluded from Git.
