id	artifact_path	sha256	notes
pdf	knowledge/primary/CLCD/files/clean-code-martin-ru.pdf	070005ffbfa99509e1d18a2e2279d12a9c4f7434cf89577032003c8df2901637	Local working copy of the Russian edition PDF; excluded from Git.
text	knowledge/primary/CLCD/files/clean-code-martin-ru.txt	8c7d946908751d600d0a8bb5ddca92a04a15068636c070b7cfdc73013c9bda5f	Text extracted with pdftotext from the local PDF; excluded from Git.
