id	artifact_path	sha256	notes
pdf	knowledge/.local/raw/g272/gost-27.002-2015.pdf	254db56d7ffef2c8fef2f8b175762fffd211673fbfc3875a9aeaea4a6bbca618	ГОСТ 27.002-2015; © Стандартинформ; копия с зеркала; хранится локально, исключён из Git.
text	knowledge/.local/raw/g272/gost-27.002-2015.txt	432dba09517cecdc83bc1e3e132742e5324643155842edfd31b9eda32a9875fe	pdftotext -layout (UTF-8); исключён из Git.
