id	url	body_path	headers_path	body_sha256	headers_sha256	retrieved_at	http_status	last_modified
spdx-oslbp-022525a	https://www.linuxfoundation.org/hubfs/spdx_oslbp_022525a.pdf	knowledge/data/lfsp/items/spdx-oslbp-022525a/spdx-oslbp-022525a.pdf	knowledge/data/lfsp/items/source/spdx-oslbp-022525a.headers.txt	1eac62503b54ffd67ba2a98196b9001baf1618627cc80bf68323684f5a16bca2	ee0b1b4498901076dfd4e3c6b5b4984f0bc2ee9af45397f52c3ab31df31065e8	2026-06-05T13:54:22Z	200	Wed, 05 Mar 2025 23:22:55 GMT
