id	artifact_path	sha256	notes
pdf	knowledge/primary/CHAE/files/basiri-chaos-engineering-arxiv-1702.05843.pdf	64a9380e5a5da9b0b04e1b92eaeae90adf746ba671ece57c034f85c02300b73b	Basiri и др., Chaos Engineering, arXiv:1702.05843; хранится локально, исключён из Git.
text	knowledge/primary/CHAE/files/basiri-chaos-engineering-arxiv-1702.05843.txt	cc854d2c5df4676c195a143c072afb54b181fb021f64e14f797e9ad8f7498ca6	pdftotext -layout (UTF-8); исключён из Git.
