id	artifact_path	sha256	notes
pdf	knowledge/.local/raw/evar/evolutionary-architecture-ru.pdf	e249dd177595bd9edfde6d176022deddbc0f719c3ceeaf88717a8daa20cef2ff	Local working copy of the Russian edition PDF; excluded from Git.
text	knowledge/.local/raw/evar/evolutionary-architecture-ru.txt	ab665abe0a60e4d68218a273f878a116ebae3ff572ab9086ce05560e95841453	Text extracted from the PDF via pdftotext (UTF-8); excluded from Git.
