id	artifact_path	sha256	notes
pdf	knowledge/.local/raw/radr/rest-api-design-rulebook.pdf	46a5a6ff201aa570bdc8d34be24a081c05b1c06a86a50431404f9dbd076720e3	Local working copy of the PDF; excluded from Git.
text	knowledge/.local/raw/radr/rest-api-design-rulebook.txt	507c436a1c1ee0cd38100a9e7c746b1a41f08fbfe0e9fcf422c9636f4c3945f3	Text extracted from the PDF via pdftotext -layout (UTF-8); excluded from Git.
