id	artifact_path	sha256	notes
pdf	knowledge/primary/SAHP/files/software-architecture-hard-parts-ru.pdf	c7885313d03e284dc96be1918caad6f59e562459801998b37d2427d35e9e00d4	Local working copy of the Russian edition PDF; excluded from Git.
text	knowledge/primary/SAHP/files/software-architecture-hard-parts-ru.txt	51bccf7e89f7a1484e552c8419fe2b9785e0ef8af1616b8ac912d854ca48628e	Text extracted from the PDF via pdftotext (UTF-8); excluded from Git.
