id	artifact_path	sha256	notes
pdf	knowledge/.local/raw/chen/chaos-engineering-ru.pdf	383fbd953271ece8ca694f9e615e21a5ce0118c361b81b5084f0b8eafd427efe	Розенталь, Джонс, Хаос-инжиниринг (рус.), ДМК Пресс 2021; © правообладатели; хранится локально, исключён из Git.
text	knowledge/.local/raw/chen/chaos-engineering-ru.txt	1a2cb62062009d3215aa4eced2e02c7b8f72a0301c21154668c16b2b336bd447	pdftotext -layout (UTF-8); исключён из Git.
