id	artifact_path	sha256	notes
pdf	knowledge/primary/DDIA/files/designing-data-intensive-applications.pdf	b0197a781b25f5ff0b56b2eaa956232053350f27d6a5c4c0f89643d9defe45b2	Kleppmann, Designing Data-Intensive Applications, O'Reilly 2017; © автор/издатель; хранится локально, исключён из Git.
text	knowledge/primary/DDIA/files/designing-data-intensive-applications.txt	7bb05a2a64617f4e531f0bd84042cea9c2ffee2b022281558128b0eb0e5e9d0b	pdftotext -layout (UTF-8); исключён из Git.
