id	artifact_path	sha256	notes
pdf	knowledge/.local/raw/apib/the-api-book-ru.pdf	f4aa1f8cc68c74d357409c906ecd84b03b4e80a7972d932e3b20d7cb10d58aac	Local working copy of the Russian edition PDF; excluded from Git.
text	knowledge/.local/raw/apib/the-api-book-ru.txt	2f07909c00ac215979439632484d6fadc8bae6b8eedcc5eb66f56a480adcb159	Text extracted from the PDF via pdftotext -layout (UTF-8); excluded from Git.
