id	artifact_path	sha256	notes
pdf	knowledge/primary/ASVS/files/owasp-asvs-4.0.3.pdf	31f7755e6564b657454388079aa87b3c62884b7b91e1053eef5dd2a9107419d2	OWASP ASVS 4.0.3 (en); CC BY-SA 4.0; stored locally, excluded from Git.
text	knowledge/primary/ASVS/files/owasp-asvs-4.0.3.txt	035b7c09616b2177dc7dd307c8cfb929858c44d8a1da6fc704c52c21fb94579c	pdftotext -layout (UTF-8); excluded from Git.
