id	artifact_path	sha256	notes
pdf	knowledge/.local/raw/eswo/engineering-a-safer-world.pdf	f1aa9982ac31a0de02a4be79318ad749205d7a8e7364fee1f76e8931c659c7fa	Leveson, Engineering a Safer World; открытый доступ MIT Press; хранится локально, исключён из Git.
text	knowledge/.local/raw/eswo/engineering-a-safer-world.txt	994f41a3fd85d25b22194b5fe38e0290bd317e72e55848f64455d587a163b946	pdftotext -layout (UTF-8); исключён из Git.
